DBInstanceIdentifier|DBName|AvailabilityZone|Engine|DBInstanceClass|Endpoint|VpcId|subnet|Launch_Time|acc_id|Owner|CostCenter|ClarityID|APPType|Environment|BillingContact|InstanceState|BackupID|SchedulerID|TerminationDate|ExceptionList|ChargeID|BackupDR
f1nervefpodev01-instance-1-eu-west-1b|f1nervefpodev01|eu-west-1b|aurora-mysql|db.r6g.2xlarge|f1nervefpodev01-instance-1-eu-west-1b.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-07-07 19:29:31|866919043554|TAD|1-42165.1.01|050236|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1nervefpodev01test|f1nervefpodev01|eu-west-1a|aurora-mysql|db.r6g.2xlarge|f1nervefpodev01test.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-04-19 16:45:05|866919043554|TAD|1-42165.1.01|050236|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1nervefpodev01test-instance-1-eu-west-1b|f1nervefpodev01|eu-west-1b|aurora-mysql|db.r6g.2xlarge|f1nervefpodev01test-instance-1-eu-west-1b.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-04-19 18:49:30|866919043554|TAD|1-42165.1.01|050236|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1portaldev|f1portaldev|eu-west-1b|postgres|db.t3.large|f1portaldev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-01-20 08:36:16|866919043554|DENGFA3|1-41460.2|045879|Amazon RDS PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1prismdev01|f1prismdev01|eu-west-1b|postgres|db.m6g.large|f1prismdev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-08-18 10:17:19|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS PostgreSQL|DEV|DENGFA3|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1protocolaidev01|f1protocolaidev01|eu-west-1b|mysql|db.m6gd.large|f1protocolaidev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2023-10-25 04:30:07|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS Aurora MySQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
f1sepeuiedev01|SEPDEV01|eu-west-1a|oracle-se2|db.m5.xlarge|f1sepeuiedev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-03-07 07:41:12|866919043554|Technology Architecture and Digital|1-42165.1.01|045879|Amazon RDS Oracle|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
gisdev03|GISDEV03|eu-west-1a|oracle-se2|db.m5.large|gisdev03.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-04-02 10:11:08|866919043554|TIS|868914|043745|Amazon RDS Oracle|DEV|DIVOUDE1/ANTALJA2|null|null|SCH-RDS-WRKDAYS_HOURS_GMT|null|null|null|NOT_REQUESTED
gnwdev|n/a|eu-west-1a|sqlserver-se|db.t3.xlarge|gnwdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-02-08 14:31:09|866919043554|TIS|1-43999.1.01|048424|Amazon RDS SQL Server|DEV|PANDYAB3|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|IES-ALL|null
hawkaif1dev01-instance-1|hawkaif1dev01|eu-west-1a|aurora-mysql|db.r6g.large|hawkaif1dev01-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-11-29 17:15:45|866919043554|TAD|1-41460.2|045879|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
imdnamdmiqviaeuprd|n/a|eu-west-1a|sqlserver-se|db.m5.xlarge|imdnamdmiqviaeuprd.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-02-29 06:36:36|866919043554|TAD|W1-44192.1.01|054008|Amazon RDS SQL Server|PRD|DIVOUDE1/WIDERRA1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|null
jarvisf1dev01|jarvisf1dev01|eu-west-1a|postgres|db.r6g.xlarge|jarvisf1dev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2020-09-19 05:26:11|866919043554|Technology Architecture and Digital|1-41460.2|050254|Amazon RDS PostgreSQL|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
lumdev|LUMDEV|eu-west-1a|oracle-se2-cdb|db.t3.2xlarge|lumdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-07-18 10:03:11|866919043554|Martin Gaugg|IES-ALL|044984|NA|DEV|PATILSE1|null|null|null|null|null|null|null
modadev01|n/a|eu-west-1b|sqlserver-se|db.m5.2xlarge|modadev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3|2023-11-14 10:24:33|866919043554|TIS|W1-43141.1.01|054061|Amazon Elastic Compute Cloud/CentrifyY|DEV|OROURBR2|null|null|null|null|null|null|null
modadev01-restore|n/a|eu-west-1b|sqlserver-se|db.m5.2xlarge|modadev01-restore.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3|2024-04-24 15:06:24|866919043554|TIS|W1-43141.1.01|054061|Amazon Elastic Compute Cloud/CentrifyY|DEV|OROURBR2|null|null|null|null|null|null|null
modadtra|n/a|eu-west-1a|sqlserver-se|db.m5.2xlarge|modadtra.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3|2023-11-02 13:38:05|866919043554|TIS|W1-43141.1.01|054061|Amazon Elastic Compute Cloud/CentrifyY|DEV|OROURBR2|null|EBS-NVS-D-35_GMT|NOT_REQUESTED|null|null|null|null
nervedev|nervedev|eu-west-1a|mysql|db.r6g.2xlarge|nervedev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2019-11-05 20:42:05|866919043554|Development IT|868556|050238|Amazon RDS Aurora MySQL|DEV|RADODA1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
nervedev02|nervedev02|eu-west-1b|aurora-mysql|db.r6g.xlarge|nervedev02.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-b523d4c3,subnet-1c488778,subnet-0b2eb0fb92c0e3b47|2016-11-30 12:10:48|866919043554|CTO - GIS|20103535|046372|Amazon RDS Aurora MySQL|DEV|MISHRSUH|null|null|SCH-RDS-WRKDAYS_GMT|null|NOT_APPLICABLE|null|NOT_REQUESTED
nucleusf1dev01-instance-1|nucleusf1dev01|eu-west-1a|aurora-mysql|db.r6g.xlarge|nucleusf1dev01-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-07-07 18:42:06|866919043554|TAD|1-42165.1.01|050234|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
nucleusf1dev01-instance-1-eu-west-1b|nucleusf1dev01|eu-west-1b|aurora-mysql|db.r6g.xlarge|nucleusf1dev01-instance-1-eu-west-1b.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-07-07 18:47:14|866919043554|TAD|1-42165.1.01|050234|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
ocdeobdev|ocdeobdev|eu-west-1b|postgres|db.m6g.large|ocdeobdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2023-09-22 08:45:00|866919043554|Technology and Infrastructure Service|null|054143|Amazon Elastic Compute Cloud/CentrifyY|DEV|PASUPAB3|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|null
orcdev1|orcdev1|eu-west-1b|mariadb|db.m6g.xlarge|orcdev1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-b523d4c3,subnet-1c488778,subnet-0b2eb0fb92c0e3b47|2024-08-01 17:41:01|866919043554|Technology and Infrastructure Service|1-43394 WBS|046273|Amazon Elastic Compute Cloud/CentrifyY|DEV|AVILECE1|null|null|null|null|null|null|null
perseusdev|n/a|eu-west-1a|sqlserver-se|db.t3.xlarge|perseusdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-04-04 02:47:37|866919043554|Technology and Infrastructure Service|1-43999.1.01|047665|Amazon MSSQL RDS|DEV|BORADE2|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|NA|null|IES-ALL|null
portaloradev|ORCL|eu-west-1a|oracle-se2|db.t3.large|portaloradev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-03-01 01:54:27|866919043554|TIS|1-43999.1.01|049682|NA|DEV|BORADE2|null|EBS-NVS-D-35_GMT|null|null|null|null|null
portaloradev01|CAPNKCD|eu-west-1b|oracle-se2-cdb|db.t3.large|portaloradev01.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-04-10 10:19:00|866919043554|Technology and Infrastructure Service|1-43999.1.01|049682|Amazon RDS Oracle|DEV|BORADE2|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|IES-ALL|null
portaloradev01-test|CAPNKCD|eu-west-1b|oracle-se2-cdb|db.t3.large|portaloradev01-test.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-04-05 17:22:30|866919043554|Technology and Infrastructure Service|1-43999.1.01|049682|Amazon RDS Oracle|DEV|BORADE2|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|IES-ALL|null
postgresdryrun|postgresdryrun|eu-west-1b|postgres|db.t3.micro|postgresdryrun.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-06-05 09:46:30|866919043554|TAD|8A05|032272|Amazon Elastic Compute Cloud/CentrifyY|DEV|VADLUPA2|null|EBS-NVS-D-35_GMT|null|null|null|null|null
rcf1dev01-instance-1|rcf1dev01|eu-west-1a|aurora-mysql|db.r6g.xlarge|rcf1dev01-instance-1.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-08-18 21:42:28|866919043554|TAD|1-42165.1.01|050233|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
rcf1dev01-instance-1-eu-west-1b|rcf1dev01|eu-west-1b|aurora-mysql|db.r6g.xlarge|rcf1dev01-instance-1-eu-west-1b.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2021-08-18 21:48:43|866919043554|TAD|1-42165.1.01|050233|Amazon RDS Aurora MySQL|DEV|SUNDASH6|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
rdsidqdqmsdev|DQMSDEV|eu-west-1b|oracle-se2|db.m5.xlarge|rdsidqdqmsdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-12-19 11:07:46|866919043554|Technology and Infrastructure Service|1-42165.1.01|054059|Amazon Elastic Compute Cloud/CentrifyY|DEV|RAJAMRA1|null|EBS-NVS-D-7_GMT|SCH-NVS-WRKDAYS_GMT|null|NOT_APPLICABLE|null|NOT_REQUESTED
rdsidqgdddev|IDQGDD|eu-west-1b|oracle-se2|db.m5.xlarge|rdsidqgdddev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2022-08-05 21:00:03|866919043554|Technology Architecture and Digital|1-42165.1.01|053911|Amazon RDS Oracle|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
rdsidqgfmddev|ORCL|eu-west-1a|oracle-se2|db.t3.large|rdsidqgfmddev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-03-22 17:12:01|866919043554|TIS|016100C951|054243|NA|DEV|PALANB|null|null|null|null|null|null|null
rdsidqgfmdprod|ORCL|eu-west-1a|oracle-se2|db.t3.large|rdsidqgfmdprod.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-03-23 08:47:14|866919043554|TIS|016100C951|054243|NA|TST|PALANB|null|null|null|null|null|null|null
rdsidqgfmdqa|ORCL|eu-west-1a|oracle-se2|db.t3.large|rdsidqgfmdqa.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2024-03-22 17:22:32|866919043554|TIS|016100C951|054243|NA|PRD|PALANB|null|null|null|null|null|null|null
rdsidqopdev|RDSIDDEV|eu-west-1c|oracle-se2|db.m5.2xlarge|rdsidqopdev.cx4gszcuntlv.eu-west-1.rds.amazonaws.com|vpc-98ae49fc|subnet-1c488778,subnet-b523d4c3,subnet-0b2eb0fb92c0e3b47|2023-12-27 07:49:20|866919043554|Technology and Infrastructure Service|1-42165.1.01|053769|Amazon RDS Oracle|DEV|DENGFA3|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
commsrvprd01|AUTOBCKREPS_CONFIG_PRD01_001|us-east-1b|mariadb|db.t3.medium|commsrvprd01.czxgletge8kn.us-east-1.rds.amazonaws.com|vpc-34598153|subnet-807131aa,subnet-68bd8d1e|2018-03-22 16:00:27|304512965277|Technology and Infrastructure Service|868914|043745|Amazon RDS MariaDB|PRD|DIVOUDE1/WIDERRA1|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
connsbxprd01|CONNSBXPRD01|eu-west-1a|mariadb|db.t3.medium|connsbxprd01.cnsqg678keh2.eu-west-1.rds.amazonaws.com|vpc-6862820c|subnet-1ef20168,subnet-a5e922c1|2018-03-22 16:05:08|304512965277|Technology and Infrastructure Service|868914|043745|Amazon RDS MariaDB|PRD|DIVOUDE1/WIDERRA1|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
axwaymft|n/a|us-east-1a|postgres|db.m6g.large|axwaymft.cscnnpfd7urg.us-east-1.rds.amazonaws.com|vpc-0c77cf12a205bf363|subnet-049d75ca658aa039e,subnet-0432c38aa3610d637,subnet-023ce46fb257c67ea|2022-09-22 17:18:35|720243969453|Technology Architecture and Digital|W1-41817.1.01|045701|Amazon Elastic Compute Cloud/CentrifyY|DEV|YERRARA8|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
axwaymft|AXWAYMFT|eu-west-1a|postgres|db.m6g.large|axwaymft.ckzaavaxbhy6.eu-west-1.rds.amazonaws.com|vpc-4031a424|subnet-f3fe8b97,subnet-44aecf32,subnet-00e64baa31e3213d7|2022-08-05 11:19:36|720243969453|Technology Architecture and Digital|W1-41817.1.01|045701|Amazon RDS PostgreSQL|DEV|YERRARA8|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|NOT_APPLICABLE|null|NOT_REQUESTED
bitbucketdev01|n/a|eu-west-1b|postgres|db.m6g.large|bitbucketdev01.ckzaavaxbhy6.eu-west-1.rds.amazonaws.com|vpc-4031a424|subnet-f3fe8b97,subnet-44aecf32,subnet-00e64baa31e3213d7|2022-05-09 16:31:14|720243969453|PPD Digital|868251|050338|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|NOT_REQUESTED
bitbucketdev02|n/a|eu-west-1a|postgres|db.m6g.large|bitbucketdev02.ckzaavaxbhy6.eu-west-1.rds.amazonaws.com|vpc-4031a424|subnet-f3fe8b97,subnet-44aecf32,subnet-00e64baa31e3213d7|2022-05-17 10:08:14|720243969453|PPD Digital|W1-42857.1.01|050338|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|NOT_REQUESTED
bitbucketdryrun01|n/a|eu-west-1a|postgres|db.m6g.large|bitbucketdryrun01.ckzaavaxbhy6.eu-west-1.rds.amazonaws.com|vpc-4031a424|subnet-f3fe8b97,subnet-44aecf32,subnet-00e64baa31e3213d7|2022-11-09 15:19:38|720243969453|PPD Digital|W1-42857.1.01|050338|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|EBS-NVS-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMT|null|null|null|NOT_REQUESTED
bitbucketdryrun03|n/a|eu-west-1b|postgres|db.m6g.large|bitbucketdryrun03.ckzaavaxbhy6.eu-west-1.rds.amazonaws.com|vpc-4031a424|subnet-f3fe8b97,subnet-44aecf32,subnet-00e64baa31e3213d7|2023-02-21 12:43:24|720243969453|PPD Digital|W1-42857.1.01|050338|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|NOT_REQUESTED
bitbucketdryrunapril2024|n/a|eu-west-1b|postgres|db.r5.xlarge|bitbucketdryrunapril2024.ckzaavaxbhy6.eu-west-1.rds.amazonaws.com|vpc-4031a424|subnet-f3fe8b97,subnet-44aecf32,subnet-00e64baa31e3213d7|2024-04-11 13:24:18|720243969453|PPD Digital|W1-42857.1.01|050338|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|NOT_REQUESTED
bitbucketdryrunfinal|n/a|eu-west-1b|postgres|db.r5.xlarge|bitbucketdryrunfinal.ckzaavaxbhy6.eu-west-1.rds.amazonaws.com|vpc-4031a424|subnet-f3fe8b97,subnet-44aecf32,subnet-00e64baa31e3213d7|2023-10-15 11:49:28|720243969453|PPD Digital|W1-42857.1.01|050338|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|NOT_REQUESTED
dbapigwdev|RDSAPIGW|eu-west-1b|oracle-se2|db.m5.large|dbapigwdev.ckzaavaxbhy6.eu-west-1.rds.amazonaws.com|vpc-4031a424|subnet-f3fe8b97,subnet-44aecf32,subnet-00e64baa31e3213d7|2024-08-06 09:33:08|720243969453|TIS|W1-41817.1.01|043877|AWS RDS|DEV|BOLLAVI1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|null
edpbitbucketsbx01|edpbitbucketsbx01|eu-west-1b|postgres|db.m6g.large|edpbitbucketsbx01.ckzaavaxbhy6.eu-west-1.rds.amazonaws.com|vpc-4031a424|subnet-f3fe8b97,subnet-44aecf32,subnet-00e64baa31e3213d7|2022-07-13 19:15:41|720243969453|DIT|I430002123|050338|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisebitbucketdev01|enteprisebitbucketdev01|eu-west-1a|aurora-postgresql|db.r6g.large|enteprisebitbucketdev01.ckzaavaxbhy6.eu-west-1.rds.amazonaws.com|vpc-4031a424|subnet-00e64baa31e3213d7,subnet-44aecf32,subnet-f3fe8b97|2021-08-03 13:18:34|720243969453|Devolpment IT|868251|050338|Amazon RDS Aurora PostgreSQL|DEV|VERMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
aaa-ludlum-usid|n/a|us-east-1a|sqlserver-ee|db.m5.xlarge|aaa-ludlum-usid.cecqsxtqf2ru.us-east-1.rds.amazonaws.com|vpc-0bb36ecd34f7ef1b8|subnet-0f80b0a5801b4d556,subnet-041c282401e500ad1,subnet-0e8832a60480e93fc|2022-11-09 04:05:26|782671389447|TechOps/QA IT|I0021732086|053024|ApacheWebserver|PRD|GROPPFA1|null|EBS-NVS-D-35_GMTmin5|null|null|null|null|null
axwaymft|AXWAYMFT|us-east-1b|postgres|db.m6g.large|axwaymft.cecqsxtqf2ru.us-east-1.rds.amazonaws.com|vpc-0bb36ecd34f7ef1b8|subnet-0f80b0a5801b4d556,subnet-041c282401e500ad1,subnet-0e8832a60480e93fc|2022-09-30 11:42:57|782671389447|Technology Architecture and Digital|840091|045701|Amazon RDS PostgreSQL|PRD|GUPTAYU1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
axwaymftqa|AXWAYMFTQA|us-east-1c|postgres|db.m6g.large|axwaymftqa.cecqsxtqf2ru.us-east-1.rds.amazonaws.com|vpc-0bb36ecd34f7ef1b8|subnet-0380388e613e3e913,subnet-0156686323f51b7b5,subnet-0f111c8f264c399ff|2022-10-03 13:10:16|782671389447|Technology Architecture and Digital|840091|045701|Amazon RDS PostgreSQL|TST|GUPTAYU1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
ludlum|n/a|us-east-1c|sqlserver-se|db.m5.large|ludlum.cecqsxtqf2ru.us-east-1.rds.amazonaws.com|vpc-0bb36ecd34f7ef1b8|subnet-0f80b0a5801b4d556,subnet-041c282401e500ad1,subnet-0e8832a60480e93fc|2022-09-13 04:39:59|782671389447|Technology and Infrastructure Service|PRJ0177791|053024|Amazon RDS SQL Server|PRD|GROPPFA1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
axwaymft|AXWAYMFT|eu-west-1b|postgres|db.m6g.large|axwaymft.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2022-09-30 10:11:41|782671389447|Technology Architecture and Digital|840091|045701|Amazon RDS PostgreSQL|PRD|GUPTAYU1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
axwaymftqa|AXWAYMFTQA|eu-west-1a|postgres|db.m6g.large|axwaymftqa.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2022-09-30 11:19:48|782671389447|Technology Architecture and Digital|840091|045701|Amazon RDS PostgreSQL|TST|GUPTAYU1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
bitbucketqa01|n/a|eu-west-1a|postgres|db.m6g.large|bitbucketqa01.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2022-11-18 08:38:27|782671389447|PPD Digital|W1-42857.1.01|050338|Amazon RDS PostgreSQL|PPRD|PEREZIS1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|NOT_REQUESTED
bitbucketqa03|n/a|eu-west-1a|postgres|db.m6g.large|bitbucketqa03.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2023-02-28 12:53:23|782671389447|PPD Digital|W1-42857.1.01|050338|Amazon RDS PostgreSQL|PPRD|PEREZIS1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|NOT_REQUESTED
bitbucketqa04|bitbucketqa04|eu-west-1a|postgres|db.m6g.large|bitbucketqa04.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2023-04-12 13:18:59|782671389447|PPD Digital|W1-42857.1.01|050338|Amazon RDS PostgreSQL|PPRD|PEREZIS1|null|null|null|null|null|null|NOT_REQUESTED
enteprisebitbucketprod01|enterprisebitbucketdb|eu-west-1b|aurora-postgresql|db.r6g.large|enteprisebitbucketprod01.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2021-08-28 11:06:08|782671389447|Development IT|868251|050338|Amazon RDS Aurora PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
